County,Cumulative Deaths by End of Month,New Deaths During Month,Cumulative Confirmed Cases by End of Month,New Confirmed Cases During Month,Month,Year,Latitude,Longitude,Median Income,Income per Capita,Number of Poeple in Poverty,Median Age,Total Population,Total White Population,Total Black Population,Total American Indian Population,Total Asian Poulation,Total Population Identifying as 2+ Races,Total Hispanic Population,Total Pop Using Public Transit,Land Area (mi^2),Population Density (persons/mi^2),New Cases/ 100k People,New Deaths/ 100k People
Napa,88,6,11725,1273,Aug,2021,38.51,-122.33,92219.0,46912.0,10163.0,41.8,138572.0,98614.0,2862.0,961.0,10485.0,9742.0,47300.0,940.0,748,185.2566844919786,918.6560055422451,4.329879052045147
Nevada,82,10,7763,2185,Aug,2021,39.3,-120.76,68333.0,41079.0,9345.0,50.5,99417.0,91597.0,410.0,496.0,1108.0,4484.0,9480.0,81.0,958,103.77557411273486,2197.8132512548154,10.058641882173069
Orange,5229,85,306099,23673,Aug,2021,33.7,-117.76,94441.0,43049.0,317682.0,38.3,3170345.0,1826960.0,54061.0,15552.0,667534.0,217089.0,1071393.0,27645.0,791,4008.0214917825538,746.701068811123,2.6810962213891547
Placer,330,24,33730,6695,Aug,2021,39.06,-120.72,93677.0,46023.0,27745.0,42.2,391799.0,314938.0,6310.0,2204.0,31938.0,24914.0,55932.0,1830.0,1407,278.4641080312722,1708.7843511596507,6.125589907069697
Plumas,5,0,1051,294,Aug,2021,40,-120.84,57233.0,34334.0,2310.0,51.9,18844.0,16679.0,279.0,350.0,232.0,941.0,1749.0,60.0,2553,7.381120250685468,1560.1783060921248,0.0
Riverside,4634,80,344731,29858,Aug,2021,33.74,-115.99,70732.0,29913.0,300424.0,35.8,2437864.0,1358654.0,157908.0,18852.0,164464.0,190963.0,1204521.0,10987.0,7206,338.31029697474327,1224.7606921468957,3.2815612355734367
Sacramento,1875,155,141639,24148,Aug,2021,38.45,-121.34,70684.0,34078.0,210174.0,36.4,1537948.0,839349.0,148884.0,9505.0,256464.0,140768.0,360204.0,15579.0,965,1593.7284974093263,1570.1441141052885,10.078364157955926
San Benito,64,1,6846,483,Aug,2021,36.6,-121.07,85808.0,33841.0,5709.0,35.7,61547.0,45157.0,523.0,527.0,1745.0,7315.0,37015.0,171.0,1389,44.31029517638589,784.7661137017238,1.624774562529449
San Bernardino,5364,124,336385,26265,Aug,2021,34.84,-116.18,65761.0,26402.0,315656.0,33.6,2162532.0,1212480.0,176523.0,18369.0,159917.0,202057.0,1163038.0,11534.0,20057,107.8193149523857,1214.5485014788221,5.734019196016521
San Diego,3908,110,355020,42685,Aug,2021,33.03,-116.74,82426.0,39737.0,353841.0,36.1,3323970.0,2213608.0,164042.0,24373.0,398526.0,286106.0,1126266.0,42978.0,4207,790.1045875921084,1284.1571975679685,3.3092958119357276
San Francisco,584,22,49542,7547,Aug,2021,37.75,-122.44,119136.0,72041.0,87125.0,38.3,874784.0,392476.0,44930.0,3800.0,300339.0,62702.0,132865.0,161085.0,47,18612.425531914894,862.7272560997915,2.514906536927973
San Joaquin,1540,97,92250,11783,Aug,2021,37.93,-121.27,68628.0,28928.0,100689.0,34.4,751615.0,387165.0,53116.0,4695.0,119446.0,106196.0,313385.0,5006.0,1391,540.3414809489576,1567.6909055833105,12.905543396552757
San Luis Obispo,283,23,26690,3956,Aug,2021,35.39,-120.4,77948.0,38686.0,29547.0,39.5,282517.0,233297.0,4865.0,2383.0,10559.0,18720.0,64275.0,1274.0,3301,85.58527718873069,1400.2697182824395,8.141103013269998
San Mateo,558,10,50120,4886,Aug,2021,37.42,-122.33,128091.0,64450.0,46923.0,39.8,765623.0,369924.0,18104.0,3917.0,225027.0,57690.0,184490.0,41094.0,448,1708.9799107142858,638.1730956358416,1.3061258609002082
Santa Barbara,483,16,40618,3880,Aug,2021,34.65,-120.02,78925.0,38141.0,54621.0,33.8,444895.0,319547.0,8474.0,4941.0,24678.0,43286.0,203207.0,6141.0,2735,162.6672760511883,872.115892513964,3.596354195933872
Santa Clara,1796,0,135866,12408,Aug,2021,37.23,-121.7,130890.0,59297.0,135771.0,37.2,1924379.0,801381.0,47379.0,9990.0,724855.0,143857.0,482101.0,39110.0,1290,1491.7666666666667,644.7794327416792,0.0
Santa Cruz,210,3,19388,1993,Aug,2021,37.06,-122.01,89986.0,44278.0,31120.0,38.2,273170.0,195781.0,3472.0,1708.0,13563.0,19184.0,91876.0,2971.0,445,613.8651685393259,729.5823113811912,1.0982172273675734
Shasta,221,9,17937,3256,Aug,2021,40.76,-122.04,57139.0,31049.0,26504.0,41.7,179267.0,152586.0,1912.0,4420.0,5772.0,10371.0,18566.0,410.0,3775,47.48794701986755,1816.2852058661103,5.020444365109027
Sierra,0,0,111,31,Aug,2021,39.58,-120.52,52103.0,32533.0,271.0,54.0,2898.0,2722.0,3.0,69.0,0.0,16.0,293.0,4.0,953,3.0409233997901364,1069.703243616287,0.0
Siskiyou,34,3,3264,857,Aug,2021,41.59,-122.54,47403.0,29381.0,7294.0,47.7,43516.0,36195.0,668.0,1686.0,547.0,3434.0,5605.0,36.0,6278,6.931506849315069,1969.3905689861201,6.894015994117106
Solano,293,30,42217,6148,Aug,2021,38.27,-121.94,84638.0,36685.0,39388.0,38.3,444538.0,225258.0,60991.0,2531.0,69169.0,41339.0,119294.0,5671.0,822,540.8004866180048,1383.008876631469,6.748579424031242
Sonoma,352,23,37908,4917,Aug,2021,38.53,-122.89,86173.0,44071.0,43086.0,42.4,496801.0,360200.0,8266.0,4441.0,21239.0,34952.0,134024.0,3926.0,1576,315.2290609137056,989.7323073021189,4.629620310748167
Stanislaus,1095,79,74954,9975,Aug,2021,37.56,-121,62873.0,27225.0,73072.0,34.3,546235.0,384703.0,16961.0,4738.0,32003.0,47592.0,256424.0,1692.0,1495,365.3745819397993,1826.1371021629884,14.462639706353492
Sutter,136,9,12114,1943,Aug,2021,39.03,-121.69,63502.0,29495.0,12460.0,35.8,96315.0,61307.0,1894.0,1061.0,15997.0,9518.0,30101.0,404.0,602,159.99169435215947,2017.338939936666,9.344338888023673
Tehama,72,6,7181,1355,Aug,2021,40.13,-122.24,48895.0,29012.0,11922.0,40.6,64176.0,53987.0,420.0,865.0,1090.0,4452.0,16435.0,89.0,2950,21.75457627118644,2111.381201695338,9.349289454001495
Trinity,5,2,644,178,Aug,2021,40.65,-123.11,41780.0,26228.0,2860.0,52.4,12541.0,10694.0,65.0,722.0,244.0,332.0,933.0,61.0,3179,3.9449512425290973,1419.3445498764054,15.947691571645004
Tulare,870,16,67219,7247,Aug,2021,36.22,-118.8,52534.0,22092.0,99610.0,31.2,463955.0,309798.0,7606.0,5955.0,17310.0,37160.0,301919.0,1120.0,4824,96.1764096185738,1562.0049358235174,3.4486103178109944
Tuolumne,88,24,5616,1205,Aug,2021,38.03,-119.95,60509.0,35694.0,5564.0,48.7,54147.0,46905.0,1007.0,948.0,753.0,2789.0,6810.0,91.0,2221,24.379558757316524,2225.423384490369,44.32378525126046
Ventura,1089,45,94401,7417,Aug,2021,34.44,-119.09,89295.0,39403.0,74449.0,38.5,845599.0,637686.0,15422.0,6990.0,61239.0,71894.0,361648.0,3998.0,1843,458.8166033640803,877.1297033227333,5.321671383244304
Yolo,235,20,18018,2734,Aug,2021,38.68,-121.9,73746.0,36036.0,39197.0,31.1,218774.0,145299.0,5694.0,1420.0,31584.0,21326.0,69341.0,4097.0,1015,215.54088669950738,1249.6914624224084,9.141854150858876
Yuba,55,5,8486,1724,Aug,2021,39.26,-121.35,59424.0,25774.0,11420.0,33.0,77524.0,56990.0,2632.0,1030.0,5631.0,7561.0,22318.0,175.0,632,122.66455696202532,2223.827459883391,6.449615602910066
Alameda,1343,46,117779,6477,Sep,2021,37.65,-121.89,104888.0,49883.0,152060.0,37.8,1661584.0,631037.0,171922.0,11037.0,519249.0,130496.0,369546.0,114029.0,739,2248.4221921515564,389.8087607969263,2.7684426426831266
Alpine,0,0,102,10,Sep,2021,38.6,-119.82,85750.0,37690.0,139.0,47.6,1159.0,663.0,10.0,360.0,6.0,111.0,183.0,4.0,738,1.570460704607046,862.8127696289905,0.0
Amador,61,8,5156,559,Sep,2021,38.45,-120.66,65187.0,33897.0,2872.0,49.9,39023.0,33040.0,931.0,276.0,375.0,2834.0,5591.0,35.0,595,65.58487394957983,1432.488532403967,20.50073033851831
Butte,243,27,22456,3720,Sep,2021,39.67,-121.6,54972.0,30700.0,39676.0,36.9,223344.0,178568.0,3866.0,2628.0,10743.0,15608.0,37585.0,1010.0,1636,136.51833740831296,1665.592091124006,12.088974854932301
Calaveras,72,13,3628,601,Sep,2021,38.21,-120.55,67054.0,33027.0,5177.0,52.8,45828.0,40058.0,450.0,518.0,864.0,2912.0,5710.0,142.0,1020,44.92941176470588,1311.4253294928865,28.36693724360653
Colusa,18,2,2959,185,Sep,2021,39.18,-122.23,59427.0,27614.0,2540.0,35.4,21491.0,17012.0,330.0,239.0,201.0,2308.0,12840.0,13.0,1151,18.671589921807126,860.8254618212276,9.306221208878135
Contra Costa,933,62,97360,6041,Sep,2021,37.92,-121.93,103997.0,50118.0,93021.0,39.9,1147788.0,608789.0,98569.0,5191.0,200159.0,104757.0,295791.0,56093.0,723,1587.5352697095436,526.3167065695059,5.401694389556259
Del Norte,39,20,3505,657,Sep,2021,41.74,-123.9,49981.0,24361.0,4223.0,40.0,27692.0,20002.0,747.0,1943.0,880.0,2160.0,5552.0,31.0,1006,27.526838966202785,2372.5263614040155,72.22302470027445
El Dorado,136,17,16466,1648,Sep,2021,38.78,-120.52,83710.0,44651.0,16018.0,46.3,190345.0,164552.0,1586.0,1312.0,9111.0,8659.0,24773.0,926.0,1708,111.44320843091334,865.7963172134807,8.931151330478867
Fresno,1964,163,140184,12550,Sep,2021,36.76,-119.65,57109.0,25757.0,202296.0,32.4,990204.0,597574.0,46182.0,11604.0,105302.0,84357.0,528293.0,3740.0,5959,166.16949152542372,1267.4156032494313,16.461254448578273
Glenn,26,6,4178,535,Sep,2021,39.6,-122.39,51682.0,23715.0,4201.0,35.9,28060.0,22478.0,218.0,631.0,877.0,886.0,11828.0,24.0,1314,21.354642313546425,1906.6286528866713,21.382751247327157
Humboldt,94,42,8676,1386,Sep,2021,40.7,-123.88,49235.0,29584.0,26210.0,38.9,136101.0,107151.0,1558.0,6162.0,3948.0,10757.0,16228.0,996.0,3568,38.14489910313901,1018.361363987039,30.859435272334515
Imperial,757,7,34647,1449,Sep,2021,33.04,-115.37,46222.0,18064.0,38408.0,32.5,180580.0,102305.0,4716.0,2111.0,2599.0,19433.0,152880.0,435.0,4177,43.23198467799856,802.41444235242,3.8763982722339128
Inyo,39,0,1780,215,Sep,2021,36.51,-117.41,59296.0,33404.0,1745.0,45.3,17930.0,13705.0,96.0,1924.0,279.0,1398.0,4115.0,60.0,10181,1.761123661722817,1199.1076408254323,0.0
Kern,1547,82,139554,14611,Sep,2021,35.34,-118.73,54851.0,23855.0,175902.0,31.9,892458.0,603368.0,48530.0,8462.0,43381.0,75215.0,480700.0,2266.0,8132,109.74643384161338,1637.1638777399048,9.188107451555142
Kings,301,41,31051,3208,Sep,2021,36.07,-119.82,61556.0,22919.0,21908.0,32.0,151090.0,95764.0,9820.0,2232.0,5626.0,13228.0,82954.0,149.0,1389,108.77609791216703,2123.2378052816202,27.136144020120454
Lake,97,23,6314,875,Sep,2021,39.1,-122.75,49254.0,29714.0,11057.0,45.3,64276.0,48712.0,1583.0,2540.0,940.0,3234.0,13667.0,160.0,1256,51.17515923566879,1361.3168212085382,35.783185014624436
Lassen,35,13,6784,764,Sep,2021,40.67,-120.59,56971.0,20928.0,2769.0,36.8,30600.0,24181.0,2713.0,794.0,471.0,1345.0,5893.0,26.0,4541,6.73860383175512,2496.732026143791,42.48366013071895
Los Angeles,26126,842,1460645,53328,Sep,2021,34.31,-118.23,71358.0,35685.0,1401656.0,36.7,10040682.0,4795186.0,810286.0,78132.0,1488626.0,729532.0,4851344.0,257977.0,4058,2474.293247905372,531.119300461861,8.385884544496081
Madera,266,19,22695,2464,Sep,2021,37.22,-119.77,61924.0,23212.0,28062.0,34.1,155925.0,94643.0,4919.0,2503.0,3362.0,11853.0,90958.0,224.0,2137,72.96443612540945,1580.2469135802469,12.18534551867885
Marin,242,2,17342,774,Sep,2021,38.07,-122.72,121671.0,74446.0,17522.0,47.1,259441.0,199068.0,6001.0,673.0,15060.0,17433.0,41737.0,10060.0,520,498.925,298.3337252014909,0.7708881788152219
Mariposa,13,3,1110,294,Sep,2021,37.58,-119.91,50960.0,29882.0,2668.0,51.8,17319.0,15134.0,266.0,392.0,186.0,765.0,2041.0,99.0,1449,11.952380952380953,1697.55759570414,17.322016282695305
Mendocino,78,19,7266,1263,Sep,2021,39.44,-123.39,52915.0,30351.0,13929.0,43.4,87110.0,69709.0,424.0,3789.0,1740.0,6565.0,22354.0,67.0,3506,24.845978322875073,1449.8909424865112,21.81150269773849
Merced,552,54,40751,3881,Sep,2021,37.19,-120.72,56330.0,23677.0,50124.0,31.2,273661.0,139469.0,8190.0,2885.0,20881.0,16931.0,164836.0,948.0,1935,141.42687338501293,1418.177964708161,19.732442693697678
Modoc,5,0,637,45,Sep,2021,41.59,-120.72,51250.0,25578.0,1537.0,47.6,8853.0,7801.0,123.0,313.0,169.0,201.0,1317.0,0.0,3915,2.261302681992337,508.30227041680786,0.0
Mono,3,0,1560,144,Sep,2021,37.94,-118.89,64924.0,37103.0,1720.0,39.5,14395.0,11966.0,81.0,407.0,633.0,641.0,3893.0,1286.0,3049,4.7212200721548045,1000.3473428273707,0.0
Monterey,571,32,49604,1698,Sep,2021,36.22,-121.24,76943.0,32122.0,50052.0,34.7,432977.0,209849.0,11162.0,3072.0,25186.0,29647.0,255512.0,2438.0,3281,131.96494971045414,392.16863713315024,7.3906928081630205
Napa,96,8,12525,835,Sep,2021,38.51,-122.33,92219.0,46912.0,10163.0,41.8,138572.0,98614.0,2862.0,961.0,10485.0,9742.0,47300.0,940.0,748,185.2566844919786,602.5748347429495,5.773172069393528
Nevada,87,5,8772,1057,Sep,2021,39.3,-120.76,68333.0,41079.0,9345.0,50.5,99417.0,91597.0,410.0,496.0,1108.0,4484.0,9480.0,81.0,958,103.77557411273486,1063.1984469456934,5.029320941086534
Orange,5436,211,319458,14048,Sep,2021,33.7,-117.76,94441.0,43049.0,317682.0,38.3,3170345.0,1826960.0,54061.0,15552.0,667534.0,217089.0,1071393.0,27645.0,791,4008.0214917825538,443.10634962441,6.6554270907424895
Placer,381,56,37689,4153,Sep,2021,39.06,-120.72,93677.0,46023.0,27745.0,42.2,391799.0,314938.0,6310.0,2204.0,31938.0,24914.0,55932.0,1830.0,1407,278.4641080312722,1059.9822868358522,14.293043116495957
Plumas,6,1,1323,288,Sep,2021,40,-120.84,57233.0,34334.0,2310.0,51.9,18844.0,16679.0,279.0,350.0,232.0,941.0,1749.0,60.0,2553,7.381120250685468,1528.337932498408,5.306728932286139
Riverside,4895,268,363084,19218,Sep,2021,33.74,-115.99,70732.0,29913.0,300424.0,35.8,2437864.0,1358654.0,157908.0,18852.0,164464.0,190963.0,1204521.0,10987.0,7206,338.31029697474327,788.3130478156287,10.993230139171013
Sacramento,2099,236,153865,12878,Sep,2021,38.45,-121.34,70684.0,34078.0,210174.0,36.4,1537948.0,839349.0,148884.0,9505.0,256464.0,140768.0,360204.0,15579.0,965,1593.7284974093263,837.3495072655252,15.345122201790957
San Benito,69,5,7199,377,Sep,2021,36.6,-121.07,85808.0,33841.0,5709.0,35.7,61547.0,45157.0,523.0,527.0,1745.0,7315.0,37015.0,171.0,1389,44.31029517638589,612.5400100736023,8.123872812647246
San Bernardino,5540,190,351880,16319,Sep,2021,34.84,-116.18,65761.0,26402.0,315656.0,33.6,2162532.0,1212480.0,176523.0,18369.0,159917.0,202057.0,1163038.0,11534.0,20057,107.8193149523857,754.6246714499486,8.785997155186605
San Diego,4081,193,377303,23256,Sep,2021,33.03,-116.74,82426.0,39737.0,353841.0,36.1,3323970.0,2213608.0,164042.0,24373.0,398526.0,286106.0,1126266.0,42978.0,4207,790.1045875921084,699.6453036579753,5.80630992457814
San Francisco,634,53,52548,3115,Sep,2021,37.75,-122.44,119136.0,72041.0,87125.0,38.3,874784.0,392476.0,44930.0,3800.0,300339.0,62702.0,132865.0,161085.0,47,18612.425531914894,356.0879028423016,6.058638475326481
San Joaquin,1646,106,99663,7703,Sep,2021,37.93,-121.27,68628.0,28928.0,100689.0,34.4,751615.0,387165.0,53116.0,4695.0,119446.0,106196.0,313385.0,5006.0,1391,540.3414809489576,1024.8598018932564,14.102964948810229
San Luis Obispo,323,41,29055,2542,Sep,2021,35.39,-120.4,77948.0,38686.0,29547.0,39.5,282517.0,233297.0,4865.0,2383.0,10559.0,18720.0,64275.0,1274.0,3301,85.58527718873069,899.7688634666233,14.512401023655213
San Mateo,573,17,52554,2529,Sep,2021,37.42,-122.33,128091.0,64450.0,46923.0,39.8,765623.0,369924.0,18104.0,3917.0,225027.0,57690.0,184490.0,41094.0,448,1708.9799107142858,330.3192302216626,2.2204139635303535
Santa Barbara,508,27,43896,3456,Sep,2021,34.65,-120.02,78925.0,38141.0,54621.0,33.8,444895.0,319547.0,8474.0,4941.0,24678.0,43286.0,203207.0,6141.0,2735,162.6672760511883,776.8125063217165,6.06884770563841
Santa Clara,1862,69,142366,6725,Sep,2021,37.23,-121.7,130890.0,59297.0,135771.0,37.2,1924379.0,801381.0,47379.0,9990.0,724855.0,143857.0,482101.0,39110.0,1290,1491.7666666666667,349.46338533106007,3.58557228072017
Santa Cruz,214,4,20428,1077,Sep,2021,37.06,-122.01,89986.0,44278.0,31120.0,38.2,273170.0,195781.0,3472.0,1708.0,13563.0,19184.0,91876.0,2971.0,445,613.8651685393259,394.25998462495886,1.4642896364900977
Shasta,270,50,22116,4390,Sep,2021,40.76,-122.04,57139.0,31049.0,26504.0,41.7,179267.0,152586.0,1912.0,4420.0,5772.0,10371.0,18566.0,410.0,3775,47.48794701986755,2448.861195869848,27.891357583939044
Sierra,0,0,145,37,Sep,2021,39.58,-120.52,52103.0,32533.0,271.0,54.0,2898.0,2722.0,3.0,69.0,0.0,16.0,293.0,4.0,953,3.0409233997901364,1276.7425810904072,0.0
Siskiyou,42,9,4194,993,Sep,2021,41.59,-122.54,47403.0,29381.0,7294.0,47.7,43516.0,36195.0,668.0,1686.0,547.0,3434.0,5605.0,36.0,6278,6.931506849315069,2281.9192940527623,20.68204798235132
Solano,321,32,44938,2854,Sep,2021,38.27,-121.94,84638.0,36685.0,39388.0,38.3,444538.0,225258.0,60991.0,2531.0,69169.0,41339.0,119294.0,5671.0,822,540.8004866180048,642.0148558728388,7.198484718966657
Sonoma,382,30,39985,2153,Sep,2021,38.53,-122.89,86173.0,44071.0,43086.0,42.4,496801.0,360200.0,8266.0,4441.0,21239.0,34952.0,134024.0,3926.0,1576,315.2290609137056,433.37271865394797,6.038635187932392
Stanislaus,1218,126,82255,7619,Sep,2021,37.56,-121,62873.0,27225.0,73072.0,34.3,546235.0,384703.0,16961.0,4738.0,32003.0,47592.0,256424.0,1692.0,1495,365.3745819397993,1394.820910414016,23.06699497469038
Sutter,160,24,13434,1368,Sep,2021,39.03,-121.69,63502.0,29495.0,12460.0,35.8,96315.0,61307.0,1894.0,1061.0,15997.0,9518.0,30101.0,404.0,602,159.99169435215947,1420.3395109795981,24.918237034729795
Tehama,93,21,8730,1639,Sep,2021,40.13,-122.24,48895.0,29012.0,11922.0,40.6,64176.0,53987.0,420.0,865.0,1090.0,4452.0,16435.0,89.0,2950,21.75457627118644,2553.9142358514086,32.72251308900524
Trinity,10,7,821,179,Sep,2021,40.65,-123.11,41780.0,26228.0,2860.0,52.4,12541.0,10694.0,65.0,722.0,244.0,332.0,933.0,61.0,3179,3.9449512425290973,1427.3183956622279,55.81692050075751
Tulare,908,38,75443,8495,Sep,2021,36.22,-118.8,52534.0,22092.0,99610.0,31.2,463955.0,309798.0,7606.0,5955.0,17310.0,37160.0,301919.0,1120.0,4824,96.1764096185738,1830.996540612775,8.190449504801112
Tuolumne,89,1,6448,869,Sep,2021,38.03,-119.95,60509.0,35694.0,5564.0,48.7,54147.0,46905.0,1007.0,948.0,753.0,2789.0,6810.0,91.0,2221,24.379558757316524,1604.8903909727223,1.8468243854691857
Ventura,1148,67,98993,4783,Sep,2021,34.44,-119.09,89295.0,39403.0,74449.0,38.5,845599.0,637686.0,15422.0,6990.0,61239.0,71894.0,361648.0,3998.0,1843,458.8166033640803,565.6345383568334,7.9233773928304085
Yolo,242,8,19536,1584,Sep,2021,38.68,-121.9,73746.0,36036.0,39197.0,31.1,218774.0,145299.0,5694.0,1420.0,31584.0,21326.0,69341.0,4097.0,1015,215.54088669950738,724.034848748023,3.656741660343551
Yuba,66,12,9591,1160,Sep,2021,39.26,-121.35,59424.0,25774.0,11420.0,33.0,77524.0,56990.0,2632.0,1030.0,5631.0,7561.0,22318.0,175.0,632,122.66455696202532,1496.3108198751354,15.479077446984158
Alameda,1432,89,121885,4110,Oct,2021,37.65,-121.89,104888.0,49883.0,152060.0,37.8,1661584.0,631037.0,171922.0,11037.0,519249.0,130496.0,369546.0,114029.0,739,2248.4221921515564,247.3543317701663,5.356334678234745
Alpine,0,0,105,4,Oct,2021,38.6,-119.82,85750.0,37690.0,139.0,47.6,1159.0,663.0,10.0,360.0,6.0,111.0,183.0,4.0,738,1.570460704607046,345.1251078515962,0.0
Amador,64,3,5591,435,Oct,2021,38.45,-120.66,65187.0,33897.0,2872.0,49.9,39023.0,33040.0,931.0,276.0,375.0,2834.0,5591.0,35.0,595,65.58487394957983,1114.727212156933,7.687773876944367
Butte,281,38,24562,2115,Oct,2021,39.67,-121.6,54972.0,30700.0,39676.0,36.9,223344.0,178568.0,3866.0,2628.0,10743.0,15608.0,37585.0,1010.0,1636,136.51833740831296,946.969696969697,17.014112758793612
Calaveras,82,10,4113,485,Oct,2021,38.21,-120.55,67054.0,33027.0,5177.0,52.8,45828.0,40058.0,450.0,518.0,864.0,2912.0,5710.0,142.0,1020,44.92941176470588,1058.3049663960896,21.820720956620406
Colusa,18,0,3127,169,Oct,2021,39.18,-122.23,59427.0,27614.0,2540.0,35.4,21491.0,17012.0,330.0,239.0,201.0,2308.0,12840.0,13.0,1151,18.671589921807126,786.3756921502023,0.0
Contra Costa,1025,92,101162,3807,Oct,2021,37.92,-121.93,103997.0,50118.0,93021.0,39.9,1147788.0,608789.0,98569.0,5191.0,200159.0,104757.0,295791.0,56093.0,723,1587.5352697095436,331.6814603393658,8.01541748127703
Del Norte,42,3,3647,145,Oct,2021,41.74,-123.9,49981.0,24361.0,4223.0,40.0,27692.0,20002.0,747.0,1943.0,880.0,2160.0,5552.0,31.0,1006,27.526838966202785,523.6169290769898,10.833453705041167
El Dorado,154,18,17558,1100,Oct,2021,38.78,-120.52,83710.0,44651.0,16018.0,46.3,190345.0,164552.0,1586.0,1312.0,9111.0,8659.0,24773.0,926.0,1708,111.44320843091334,577.8980272662797,9.456513173448213
Fresno,2147,183,151071,10921,Oct,2021,36.76,-119.65,57109.0,25757.0,202296.0,32.4,990204.0,597574.0,46182.0,11604.0,105302.0,84357.0,528293.0,3740.0,5959,166.16949152542372,1102.9040480547442,18.481040270489718
Glenn,33,7,4469,294,Oct,2021,39.6,-122.39,51682.0,23715.0,4201.0,35.9,28060.0,22478.0,218.0,631.0,877.0,886.0,11828.0,24.0,1314,21.354642313546425,1047.7548111190306,24.94654312188168
Humboldt,116,22,9483,813,Oct,2021,40.7,-123.88,49235.0,29584.0,26210.0,38.9,136101.0,107151.0,1558.0,6162.0,3948.0,10757.0,16228.0,996.0,3568,38.14489910313901,597.3504970573324,16.164466095032363
Imperial,766,9,36480,1835,Oct,2021,33.04,-115.37,46222.0,18064.0,38408.0,32.5,180580.0,102305.0,4716.0,2111.0,2599.0,19433.0,152880.0,435.0,4177,43.23198467799856,1016.170118507033,4.983940635729317
Inyo,41,2,2345,565,Oct,2021,36.51,-117.41,59296.0,33404.0,1745.0,45.3,17930.0,13705.0,96.0,1924.0,279.0,1398.0,4115.0,60.0,10181,1.761123661722817,3151.1433351924147,11.154489682097045
Kern,1673,129,149959,10938,Oct,2021,35.34,-118.73,54851.0,23855.0,175902.0,31.9,892458.0,603368.0,48530.0,8462.0,43381.0,75215.0,480700.0,2266.0,8132,109.74643384161338,1225.603893964758,14.454461722568457
Kings,338,37,33779,2732,Oct,2021,36.07,-119.82,61556.0,22919.0,21908.0,32.0,151090.0,95764.0,9820.0,2232.0,5626.0,13228.0,82954.0,149.0,1389,108.77609791216703,1808.193791779734,24.488715335230655
Lake,106,9,6823,509,Oct,2021,39.1,-122.75,49254.0,29714.0,11057.0,45.3,64276.0,48712.0,1583.0,2540.0,940.0,3234.0,13667.0,160.0,1256,51.17515923566879,791.8974422801667,14.00211587528782
Lassen,45,11,7247,477,Oct,2021,40.67,-120.59,56971.0,20928.0,2769.0,36.8,30600.0,24181.0,2713.0,794.0,471.0,1345.0,5893.0,26.0,4541,6.73860383175512,1558.8235294117649,35.947712418300654
Los Angeles,26644,538,1494119,34937,Oct,2021,34.31,-118.23,71358.0,35685.0,1401656.0,36.7,10040682.0,4795186.0,810286.0,78132.0,1488626.0,729532.0,4851344.0,257977.0,4058,2474.293247905372,347.9544516995957,5.358201763585382
Madera,287,21,24892,2212,Oct,2021,37.22,-119.77,61924.0,23212.0,28062.0,34.1,155925.0,94643.0,4919.0,2503.0,3362.0,11853.0,90958.0,224.0,2137,72.96443612540945,1418.6307519640854,13.468013468013467
Marin,247,5,17906,565,Oct,2021,38.07,-122.72,121671.0,74446.0,17522.0,47.1,259441.0,199068.0,6001.0,673.0,15060.0,17433.0,41737.0,10060.0,520,498.925,217.7759105153002,1.927220447038055
Mariposa,17,4,1432,338,Oct,2021,37.58,-119.91,50960.0,29882.0,2668.0,51.8,17319.0,15134.0,266.0,392.0,186.0,765.0,2041.0,99.0,1449,11.952380952380953,1951.6138345170043,23.096021710260406
Mendocino,89,11,7965,708,Oct,2021,39.44,-123.39,52915.0,30351.0,13929.0,43.4,87110.0,69709.0,424.0,3789.0,1740.0,6565.0,22354.0,67.0,3506,24.845978322875073,812.7654689473081,12.627712088164392
Merced,589,37,43642,2896,Oct,2021,37.19,-120.72,56330.0,23677.0,50124.0,31.2,273661.0,139469.0,8190.0,2885.0,20881.0,16931.0,164836.0,948.0,1935,141.42687338501293,1058.2435933508975,13.520377401237297
Modoc,5,0,710,74,Oct,2021,41.59,-120.72,51250.0,25578.0,1537.0,47.6,8853.0,7801.0,123.0,313.0,169.0,201.0,1317.0,0.0,3915,2.261302681992337,835.8748446854174,0.0
Mono,3,0,1736,176,Oct,2021,37.94,-118.89,64924.0,37103.0,1720.0,39.5,14395.0,11966.0,81.0,407.0,633.0,641.0,3893.0,1286.0,3049,4.7212200721548045,1222.646752344564,0.0
Monterey,596,25,50622,1029,Oct,2021,36.22,-121.24,76943.0,32122.0,50052.0,34.7,432977.0,209849.0,11162.0,3072.0,25186.0,29647.0,255512.0,2438.0,3281,131.96494971045414,237.65696561249212,5.7739787563773595
Napa,101,5,13024,499,Oct,2021,38.51,-122.33,92219.0,46912.0,10163.0,41.8,138572.0,98614.0,2862.0,961.0,10485.0,9742.0,47300.0,940.0,748,185.2566844919786,360.1016078284213,3.6082325433709554
Nevada,91,4,9429,658,Oct,2021,39.3,-120.76,68333.0,41079.0,9345.0,50.5,99417.0,91597.0,410.0,496.0,1108.0,4484.0,9480.0,81.0,958,103.77557411273486,661.858635846988,4.023456752869228
Orange,5600,168,327152,8020,Oct,2021,33.7,-117.76,94441.0,43049.0,317682.0,38.3,3170345.0,1826960.0,54061.0,15552.0,667534.0,217089.0,1071393.0,27645.0,791,4008.0214917825538,252.9693140651885,5.299107825804447
